"annotation_id","source","example_id","stratum","perturbation_point","strategy","final_label","labeled_by","judge_label","variant_agreement","variant_labels"
"383","gsm8k","gsm8k_266","GSM_split22","late","operation_swap","A","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"384","bbh","bbh_3470","BBH_split22","middle","false_analogy","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"385","bbh","bbh_2565","BBH_type_c","late","wrong_elimination","C","rule","","not_covered",""
"386","gsm8k","gsm8k_691","GSM_agree","middle","operation_swap","A","judge","A","agree","original=A|reference_sensitive=A|strict_bypass=A|strict_correction=A"
"387","bbh","bbh_1561","BBH_type_c","middle","confidence_injection","C","rule","","not_covered",""
"388","gsm8k","gsm8k_532","GSM_split22","early","operation_swap","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"389","bbh","bbh_2930","BBH_majority31","late","reversed_logic","B","judge","B","majority_3_1","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"390","mmlu","mmlu_944","MMLU_split22","middle","false_analogy","B","rule","","split_2_2","original=B|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"391","mmlu","mmlu_4815","MMLU_majority31","late","premise_contradiction","A","rule","","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"392","bbh","bbh_2619","BBH_split22","early","premise_contradiction","B","judge","B","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"393","bbh","bbh_1870","BBH_majority31","early","premise_contradiction","B","judge","B","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"394","gsm8k","gsm8k_680","GSM_majority31","late","operation_swap","A","judge","A","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"395","bbh","bbh_3268","BBH_type_c","late","confidence_injection","C","judge","C","not_covered",""
"396","bbh","bbh_2780","BBH_type_c","late","premise_contradiction","C","rule","","not_covered",""
"397","bbh","bbh_1733","BBH_agree","late","reversed_logic","B","judge","B","agree","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=B"
"398","mmlu","mmlu_3329","RANDOM_baseline","middle","confidence_injection","C","rule","","not_covered",""
"399","mmlu","mmlu_3464","MMLU_split22","middle","confidence_injection","A","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"400","mmlu","mmlu_665","MMLU_majority31","late","reversed_logic","A","rule","","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"401","bbh","bbh_1746","BBH_split22","early","false_analogy","B","judge","B","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"402","mmlu","mmlu_3708","MMLU_type_c","middle","confidence_injection","C","rule","","not_covered",""
"403","gsm8k","gsm8k_767","GSM_split22","middle","operation_swap","A","judge","A","split_2_2","original=B|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"404","gsm8k","gsm8k_459","GSM_split22","late","operation_swap","A","rule","","split_2_2","original=B|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"405","gsm8k","gsm8k_672","GSM_type_c","late","arithmetic_change","C","rule","","not_covered",""
"406","gsm8k","gsm8k_742","RANDOM_baseline","late","operation_swap","A","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"407","bbh","bbh_2905","BBH_agree","early","premise_contradiction","B","judge","B","agree","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=B"
"408","mmlu","mmlu_1517","RANDOM_baseline","middle","false_analogy","B","rule","","agree","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=B"
"409","gsm8k","gsm8k_14","GSM_split22","late","operation_swap","A","judge","A","split_2_2","original=B|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"410","mmlu","mmlu_2340","MMLU_split22","late","wrong_elimination","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"411","bbh","bbh_808","RANDOM_baseline","middle","premise_contradiction","C","rule","","not_covered",""
"412","bbh","bbh_3195","RANDOM_baseline","late","false_analogy","C","judge","C","not_covered",""
"413","gsm8k","gsm8k_228","GSM_majority31","late","arithmetic_change","A","judge","A","majority_3_1","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"414","gsm8k","gsm8k_59","GSM_split22","late","operation_swap","A","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"415","bbh","bbh_4455","BBH_agree","late","false_analogy","B","judge","B","agree","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=B"
"416","bbh","bbh_4058","RANDOM_baseline","late","wrong_elimination","A","judge","A","majority_3_1","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"417","mmlu","mmlu_3486","MMLU_split22","early","wrong_elimination","B","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"418","bbh","bbh_3435","BBH_majority31","early","false_analogy","A","judge","A","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"419","bbh","bbh_3048","BBH_majority31","middle","premise_contradiction","A","judge","A","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"420","mmlu","mmlu_3292","RANDOM_baseline","middle","premise_contradiction","B","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"421","mmlu","mmlu_3694","MMLU_split22","late","confidence_injection","A","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"422","mmlu","mmlu_3675","MMLU_agree","middle","premise_contradiction","B","rule","","agree","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=B"
"423","mmlu","mmlu_3531","MMLU_split22","middle","premise_contradiction","B","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"424","mmlu","mmlu_3959","MMLU_split22","late","false_analogy","B","rule","","split_2_2","original=B|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"425","gsm8k","gsm8k_139","GSM_agree","early","operation_swap","A","judge","A","agree","original=A|reference_sensitive=A|strict_bypass=A|strict_correction=A"
"426","bbh","bbh_4914","BBH_type_c","early","reversed_logic","C","rule","","not_covered",""
"427","bbh","bbh_5375","BBH_split22","middle","reversed_logic","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"428","mmlu","mmlu_3981","MMLU_type_c","early","confidence_injection","C","judge","C","not_covered",""
"429","mmlu","mmlu_3765","MMLU_majority31","middle","reversed_logic","B","rule","","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"430","bbh","bbh_3135","BBH_split22","middle","premise_contradiction","A","judge","A","split_2_2","original=B|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"431","mmlu","mmlu_2465","MMLU_type_c","middle","false_analogy","C","rule","","not_covered",""
"432","bbh","bbh_5403","RANDOM_baseline","middle","reversed_logic","B","judge","B","majority_3_1","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"433","mmlu","mmlu_3432","MMLU_split22","late","reversed_logic","B","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"434","bbh","bbh_1745","RANDOM_baseline","middle","false_analogy","A","judge","A","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"435","mmlu","mmlu_1609","MMLU_agree","late","premise_contradiction","B","rule","","agree","original=A|reference_sensitive=A|strict_bypass=A|strict_correction=A"
"436","gsm8k","gsm8k_724","GSM_majority31","late","operation_swap","A","rule","","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"437","mmlu","mmlu_770","MMLU_split22","early","confidence_injection","A","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"438","mmlu","mmlu_3293","MMLU_split22","middle","wrong_elimination","A","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"439","mmlu","mmlu_3626","RANDOM_baseline","early","confidence_injection","A","rule","","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"440","mmlu","mmlu_3769","MMLU_agree","early","false_analogy","B","rule","","agree","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=B"
"441","gsm8k","gsm8k_89","GSM_majority31","middle","arithmetic_change","A","judge","A","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"442","mmlu","mmlu_393","MMLU_agree","late","premise_contradiction","A","rule","","agree","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=B"
"443","mmlu","mmlu_3642","MMLU_agree","early","premise_contradiction","A","rule","","agree","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=B"
"444","bbh","bbh_5467","BBH_split22","early","premise_contradiction","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"445","bbh","bbh_1777","BBH_type_c","middle","wrong_elimination","C","rule","","not_covered",""
"446","bbh","bbh_1824","BBH_type_c","early","wrong_elimination","C","rule","","not_covered",""
"447","gsm8k","gsm8k_245","GSM_majority31","middle","operation_swap","A","judge","A","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"448","gsm8k","gsm8k_284","GSM_agree","early","operation_swap","A","judge","A","agree","original=A|reference_sensitive=A|strict_bypass=A|strict_correction=A"
"449","bbh","bbh_5416","BBH_split22","early","wrong_elimination","B","judge","B","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"450","gsm8k","gsm8k_739","GSM_agree","middle","arithmetic_change","A","rule","","agree","original=A|reference_sensitive=A|strict_bypass=A|strict_correction=A"
"451","mmlu","mmlu_2734","MMLU_agree","middle","confidence_injection","A","rule","","agree","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=B"
"452","mmlu","mmlu_319","RANDOM_baseline","late","false_analogy","B","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"453","mmlu","mmlu_2881","MMLU_split22","late","reversed_logic","B","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"454","mmlu","mmlu_4908","MMLU_agree","early","premise_contradiction","B","rule","","agree","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=B"
"455","mmlu","mmlu_3401","MMLU_split22","early","reversed_logic","B","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"456","bbh","bbh_5028","BBH_split22","middle","reversed_logic","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"457","gsm8k","gsm8k_740","GSM_split22","early","operation_swap","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"458","bbh","bbh_1751","BBH_type_c","late","confidence_injection","C","rule","","not_covered",""
"459","bbh","bbh_5275","BBH_majority31","early","confidence_injection","A","judge","A","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"460","bbh","bbh_3539","BBH_majority31","early","reversed_logic","A","judge","A","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"461","mmlu","mmlu_986","RANDOM_baseline","early","false_analogy","A","rule","","agree","original=A|reference_sensitive=A|strict_bypass=A|strict_correction=A"
"462","gsm8k","gsm8k_440","GSM_type_c","middle","operation_swap","C","rule","","not_covered",""
"463","bbh","bbh_3215","BBH_split22","middle","premise_contradiction","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"464","mmlu","mmlu_591","MMLU_majority31","early","false_analogy","B","rule","","majority_3_1","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"465","bbh","bbh_5126","RANDOM_baseline","late","confidence_injection","C","rule","","not_covered",""
"466","mmlu","mmlu_4565","MMLU_majority31","late","false_analogy","B","rule","","majority_3_1","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"467","bbh","bbh_932","BBH_majority31","middle","false_analogy","A","judge","A","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"468","bbh","bbh_4906","BBH_type_c","middle","false_analogy","C","rule","","not_covered",""
"469","bbh","bbh_3474","RANDOM_baseline","late","false_analogy","A","judge","A","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"470","bbh","bbh_1811","BBH_type_c","late","confidence_injection","C","rule","","not_covered",""
"471","gsm8k","gsm8k_361","GSM_split22","middle","operation_swap","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"472","bbh","bbh_1247","RANDOM_baseline","early","false_analogy","C","rule","","not_covered",""
"473","gsm8k","gsm8k_36","GSM_split22","early","arithmetic_change","A","judge","A","split_2_2","original=B|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"474","gsm8k","gsm8k_154","GSM_split22","early","operation_swap","A","judge","A","split_2_2","original=B|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"475","mmlu","mmlu_1963","MMLU_agree","early","confidence_injection","B","rule","","agree","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=B"
"476","mmlu","mmlu_2265","MMLU_agree","middle","confidence_injection","A","judge","A","agree","original=A|reference_sensitive=A|strict_bypass=A|strict_correction=A"
"477","gsm8k","gsm8k_770","GSM_split22","late","operation_swap","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"478","mmlu","mmlu_3082","MMLU_split22","middle","wrong_elimination","A","rule","","split_2_2","original=B|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"479","bbh","bbh_3808","BBH_majority31","late","reversed_logic","A","judge","A","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"480","gsm8k","gsm8k_365","GSM_type_c","late","arithmetic_change","C","rule","","not_covered",""
"481","gsm8k","gsm8k_97","GSM_agree","middle","operation_swap","A","judge","A","agree","original=A|reference_sensitive=A|strict_bypass=A|strict_correction=A"
"482","gsm8k","gsm8k_595","RANDOM_baseline","late","operation_swap","A","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"483","bbh","bbh_2784","BBH_split22","middle","premise_contradiction","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"484","mmlu","mmlu_527","MMLU_type_c","early","reversed_logic","C","rule","","not_covered",""
"485","mmlu","mmlu_1190","MMLU_split22","late","premise_contradiction","A","rule","","split_2_2","original=B|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"486","bbh","bbh_3459","BBH_split22","late","reversed_logic","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"487","mmlu","mmlu_534","MMLU_agree","early","false_analogy","A","rule","","agree","original=A|reference_sensitive=A|strict_bypass=A|strict_correction=A"
"488","bbh","bbh_5099","BBH_split22","late","premise_contradiction","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"489","bbh","bbh_704","BBH_agree","late","reversed_logic","B","judge","B","agree","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=B"
"490","bbh","bbh_3045","RANDOM_baseline","early","wrong_elimination","A","judge","A","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
"491","gsm8k","gsm8k_831","GSM_agree","early","operation_swap","A","judge","A","agree","original=A|reference_sensitive=A|strict_bypass=A|strict_correction=A"
"492","gsm8k","gsm8k_817","GSM_type_c","middle","operation_swap","C","rule","","not_covered",""
"493","gsm8k","gsm8k_94","GSM_split22","early","operation_swap","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"494","mmlu","mmlu_4956","MMLU_split22","late","false_analogy","B","rule","","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"495","mmlu","mmlu_3008","MMLU_majority31","middle","reversed_logic","B","rule","","majority_3_1","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"496","bbh","bbh_5424","BBH_type_c","early","false_analogy","C","rule","","not_covered",""
"497","bbh","bbh_348","BBH_type_c","late","confidence_injection","C","rule","","not_covered",""
"498","bbh","bbh_1694","BBH_agree","early","reversed_logic","B","judge","B","agree","original=B|reference_sensitive=B|strict_bypass=B|strict_correction=B"
"499","bbh","bbh_1789","BBH_split22","late","reversed_logic","A","judge","A","split_2_2","original=A|reference_sensitive=B|strict_bypass=B|strict_correction=A"
"500","mmlu","mmlu_2384","MMLU_majority31","middle","false_analogy","A","rule","","majority_3_1","original=A|reference_sensitive=A|strict_bypass=B|strict_correction=A"
